op1,op2,op3,sensor1,sensor2,sensor3,sensor4,sensor7,sensor8,sensor9,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,label
0.0003;0.0002;100.0;518.67;643.21;1598.68;1432.5;550.91;2388.17;9079.18;47.96;519.66;2388.25;8150.45;84.891;0.03;396.0;2388.0;100.0;38.38;230.103;1
0.0001;-0.0003;100.0;518.67;643.49;1604.45;1426.52;550.85;2388.21;9085.94;48.16;519.63;2388.24;8153.07;8.534;0.03;397.0;2388.0;100.0;38.25;23.16;1
0.0008;0.0003;100.0;518.67;643.24;1596.72;1426.05;551.15;2388.21;9081.74;47.99;519.7;2388.27;8156.26;85.041;0.03;396.0;2388.0;100.0;38.54;231.833;1
0.0018;0.0;100.0;518.67;643.39;1603.19;1430.73;551.09;2388.2;9085.55;48.18;519.49;2388.16;8151.41;85.356;0.03;396.0;2388.0;100.0;38.3;230.166;1
0.0004;0.0001;100.0;518.67;643.6;1604.76;1427.66;551.46;2388.26;9074.32;48.02;519.68;2388.21;8155.37;85.259;0.03;395.0;2388.0;100.0;38.36;230.164;1
0.006;-0.0002;100.0;518.67;643.18;1603.61;1431.32;551.03;2388.17;9081.82;48.39;519.86;2388.22;8154.8;84.936;0.03;397.0;2388.0;100.0;38.19;23. Sep;1
-0.0013;-0.0004;100.0;518.67;642.34;1584.51;1394.55;553.98;2388.08;9056.25;47.06;521.98;2388.01;8139.65;84.261;0.03;392.0;2388.0;100.0;39.07;234.068;0
0.0002;-0.0004;100.0;518.67;642.33;1589.07;1402.94;555.05;2387.98;9062.04;47.21;522.44;2388.0;8138.44;84.105;0.03;391.0;2388.0;100.0;39.22;233.356;0
0.0019;0.0002;100.0;518.67;641.72;1587.88;1393.65;554.24;2388.01;9059.19;47.13;522.62;2388.04;8141.14;84.002;0.03;393.0;2388.0;100.0;39.01;23.331;0
0.0038;0.0002;100.0;518.67;642.22;1585.07;1403.89;554.01;2388.04;9060.47;47.27;522.23;2388.05;8134.55;84.205;0.03;390.0;2388.0;100.0;39.09;234.409;0
0.0014;0.0001;100.0;518.67;641.79;1584.47;1402.97;554.4;2388.0;9055.69;47.1;522.38;2388.01;8134.12;8.423;0.03;391.0;2388.0;100.0;39.05;234.711;0
-0.0008;0.0002;100.0;518.67;642.57;1587.95;1395.4;554.28;2387.96;9053.33;47.24;522.11;2388.01;8140.13;84.162;0.03;392.0;2388.0;100.0;38.95;23.409;0
0.0013;0.0005;100.0;518.67;642.48;1581.21;1400.42;553.48;2387.99;9060.81;47.25;521.87;2388.0;8136.43;83.672;0.03;392.0;2388.0;100.0;38.94;232.898;0
-0.0015;0.0;100.0;518.67;642.85;1587.27;1402.67;554.79;2387.99;9054.87;47.29;522.3;2387.98;8140.14;84.237;0.03;392.0;2388.0;100.0;39.0;234.335;0
0.0047;0.0001;100.0;518.67;642.14;1580.05;1399.4;554.27;2388.02;9048.2;47.21;522.86;2387.97;8136.46;8.419;0.03;391.0;2388.0;100.0;39.16;234.813;0
0.0003;0.0005;100.0;518.67;642.21;1584.76;1391.16;553.88;2388.0;9060.54;47.08;522.19;2388.05;8144.05;83.768;0.03;391.0;2388.0;100.0;38.96;233.228;0
0.0015;-0.0004;100.0;518.67;642.11;1579.96;1395.12;554.86;2388.03;9054.53;47.34;522.04;2387.98;8137.13;84.079;0.03;392.0;2388.0;100.0;39.04;23.447;0
-0.0044;0.0005;100.0;518.67;642.02;1586.89;1400.67;553.66;2388.04;9063.23;47.16;522.32;2388.02;8138.4;8.405;0.03;393.0;2388.0;100.0;39.12;235.339;0
-0.0005;-0.0003;100.0;518.67;642.74;1586.99;1407.15;554.17;2388.01;9046.46;47.4;522.12;2387.98;8138.22;83.769;0.03;391.0;2388.0;100.0;39.11;233.122;0
-0.0019;-0.0002;100.0;518.67;642.28;1585.37;1400.2;554.28;2387.97;9053.03;47.26;522.01;2388.03;8135.57;83.701;0.03;391.0;2388.0;100.0;39.11;234.165;0
-0.0004;0.0002;100.0;518.67;642.13;1588.19;1392.74;554.09;2388.07;9051.9;47.12;522.32;2388.01;8139.85;83.911;0.03;392.0;2388.0;100.0;39.18;23.527;0
-0.0058;-0.0002;100.0;518.67;642.35;1582.18;1403.28;554.19;2388.04;9041.77;47.09;522.5;2388.03;8140.01;84.098;0.03;391.0;2388.0;100.0;39.18;233.494;0
0.0015;0.0005;100.0;518.67;642.5;1584.17;1395.63;554.45;2388.03;9055.67;47.11;522.11;2388.01;8137.73;84.297;0.03;390.0;2388.0;100.0;39.11;234.676;0
0.0004;0.0001;100.0;518.67;642.65;1581.42;1400.43;554.28;2387.98;9064.46;47.3;521.83;2388.01;8136.26;84.011;0.03;393.0;2388.0;100.0;39.12;234.023;0
0.0;-0.0002;100.0;518.67;642.34;1585.95;1402.02;554.34;2388.02;9058.31;47.25;522.21;2388.01;8132.38;83.823;0.03;391.0;2388.0;100.0;39.03;233.526;0
-0.0025;-0.0003;100.0;518.67;641.92;1589.11;1401.89;554.68;2388.04;9057.33;47.11;522.7;2388.05;8140.26;84.376;0.03;392.0;2388.0;100.0;38.98;23.334;0
-0.0032;0.0001;100.0;518.67;642.09;1589.21;1397.19;553.98;2388.03;9049.64;47.13;522.34;2388.02;8134.03;84.033;0.03;392.0;2388.0;100.0;38.98;234.314;0
-0.002;-0.0;100.0;518.67;642.42;1585.78;1396.95;554.28;2388.03;9056.1;47.56;522.38;2388.02;8136.66;83.858;0.03;392.0;2388.0;100.0;38.92;234.472;0
0.0022;0.0;100.0;518.67;641.95;1586.65;1400.84;553.96;2388.06;9050.37;47.23;522.72;2388.0;8138.83;83.966;0.03;392.0;2388.0;100.0;39.05;233.468;0
-0.0024;0.0003;100.0;518.67;642.45;1587.39;1399.11;554.89;2388.07;9051.17;47.22;522.53;2388.05;8137.93;84.304;0.03;391.0;2388.0;100.0;38.84;234.508;0
0.0017;-0.0001;100.0;518.67;641.94;1584.47;1401.39;554.7;2388.01;9056.21;47.23;522.27;2387.99;8144.74;83.865;0.03;391.0;2388.0;100.0;39.06;234.091;0
0.0062;0.0002;100.0;518.67;642.08;1593.52;1397.96;554.08;2388.01;9056.99;47.35;522.05;2388.05;8138.6;84.308;0.03;390.0;2388.0;100.0;39.0;234.212;0
0.0028;0.0001;100.0;518.67;641.84;1584.55;1393.48;554.86;2387.98;9048.7;47.11;522.79;2388.08;8139.31;83.742;0.03;392.0;2388.0;100.0;38.93;235.081;0
-0.0023;0.0006;100.0;518.67;642.91;1593.32;1395.81;555.02;2388.04;9057.35;47.23;522.45;2388.05;8146.55;84.442;0.03;392.0;2388.0;100.0;39.17;234.003;0
0.0048;0.0002;100.0;518.67;642.22;1591.19;1396.49;554.36;2388.03;9056.36;47.17;521.97;2388.04;8133.57;84.096;0.03;391.0;2388.0;100.0;39.04;234.463;0
-0.0016;0.0005;100.0;518.67;642.73;1584.91;1397.01;554.05;2388.08;9050.43;47.39;522.19;2388.09;8136.7;8.415;0.03;392.0;2388.0;100.0;38.9;234.607;0
-0.0035;0.0001;100.0;518.67;642.61;1589.73;1396.23;553.6;2388.02;9055.07;47.1;522.48;2387.97;8137.21;84.006;0.03;390.0;2388.0;100.0;39.11;234.237;0
-0.0011;0.0001;100.0;518.67;641.62;1588.54;1397.03;554.8;2388.02;9053.34;47.3;522.42;2388.02;8138.4;84.365;0.03;392.0;2388.0;100.0;38.98;233.424;0
0.0024;-0.0004;100.0;518.67;642.45;1585.96;1406.16;553.72;2388.06;9050.51;47.15;522.93;2388.02;8136.01;84.001;0.03;391.0;2388.0;100.0;38.97;233.694;0
-0.0019;-0.0002;100.0;518.67;642.2;1578.13;1398.67;554.32;2388.08;9051.32;47.11;522.55;2388.05;8138.02;84.001;0.03;392.0;2388.0;100.0;39.02;234.476;0
0.0017;-0.0;100.0;518.67;641.99;1579.63;1398.09;554.97;2387.96;9062.27;47.19;521.97;2387.97;8137.2;84.177;0.03;391.0;2388.0;100.0;39.02;234.238;0
-0.0027;-0.0;100.0;518.67;642.5;1588.42;1396.82;554.72;2388.0;9053.41;47.35;521.73;2388.01;8138.5;83.984;0.03;390.0;2388.0;100.0;38.99;235.126;0
0.0021;0.0001;100.0;518.67;642.45;1584.62;1402.89;554.55;2388.02;9055.07;47.15;522.11;2388.01;8143.41;84.377;0.03;391.0;2388.0;100.0;39.05;233.743;0
-0.0017;-0.0002;100.0;518.67;642.55;1578.62;1403.54;555.25;2388.02;9057.56;47.16;521.92;2388.03;8139.67;83.889;0.03;392.0;2388.0;100.0;38.97;232.776;0
-0.001;0.0003;100.0;518.67;642.57;1581.14;1396.09;553.56;2387.99;9058.54;47.09;522.17;2388.04;8134.78;84.072;0.03;392.0;2388.0;100.0;38.94;234.075;0
-0.0033;0.0001;100.0;518.67;642.06;1582.11;1397.58;553.88;2388.04;9049.73;47.09;521.99;2388.04;8129.77;8.438;0.03;391.0;2388.0;100.0;38.93;234.258;0
-0.0027;0.0;100.0;518.67;642.91;1590.05;1402.55;553.61;2388.03;9061.69;47.36;522.2;2388.0;8136.4;84.406;0.03;392.0;2388.0;100.0;39.1;234.689;0
-0.0005;0.0;100.0;518.67;642.24;1575.78;1402.82;553.98;2387.99;9058.11;47.23;521.85;2388.03;8138.78;84.106;0.03;392.0;2388.0;100.0;39.03;234.685;0
0.0016;0.0;100.0;518.67;641.98;1592.87;1394.86;554.79;2388.0;9051.5;47.36;522.3;2388.01;8137.91;8.374;0.03;390.0;2388.0;100.0;38.93;234.957;0
-0.0023;0.0001;100.0;518.67;642.06;1584.53;1401.08;553.85;2387.97;9055.7;47.44;522.08;2388.03;8144.06;83.676;0.03;389.0;2388.0;100.0;39.05;233.729;0
0.0012;0.0001;100.0;518.67;642.1;1588.57;1395.36;553.19;2388.03;9054.57;47.23;521.95;2388.1;8133.53;84.314;0.03;391.0;2388.0;100.0;39.01;233.888;0
0.0006;-0.0001;100.0;518.67;642.19;1587.09;1397.52;554.17;2388.02;9061.61;47.23;522.44;2388.02;8135.26;8.393;0.03;392.0;2388.0;100.0;39.03;23.292;0
0.0002;0.0005;100.0;518.67;642.42;1580.04;1404.73;554.5;2388.05;9059.06;47.15;522.17;2387.99;8141.76;83.911;0.03;391.0;2388.0;100.0;38.95;233.812;0
-0.0008;-0.0;100.0;518.67;641.56;1581.43;1392.44;554.34;2388.02;9056.14;47.41;522.45;2388.03;8136.24;84.207;0.03;393.0;2388.0;100.0;38.84;23.389;0
0.0001;-0.0002;100.0;518.67;642.87;1587.54;1396.81;554.33;2388.02;9059.3;47.27;522.58;2388.02;8137.21;84.252;0.03;394.0;2388.0;100.0;39.1;233.458;0
-0.0006;-0.0001;100.0;518.67;642.12;1579.53;1391.38;554.5;2388.01;9054.52;47.33;522.53;2388.02;8139.9;84.089;0.03;392.0;2388.0;100.0;38.87;233.707;0
0.0002;0.0005;100.0;518.67;642.32;1589.24;1398.27;554.84;2388.03;9054.49;47.24;521.92;2388.01;8139.23;84.259;0.03;391.0;2388.0;100.0;38.83;233.767;0
-0.0025;0.0001;100.0;518.67;641.9;1581.26;1398.37;554.3;2388.03;9059.26;47.42;522.2;2388.01;8136.73;83.871;0.03;394.0;2388.0;100.0;38.84;233.401;0
-0.0012;0.0001;100.0;518.67;642.34;1587.55;1400.21;554.67;2388.06;9059.34;47.3;522.49;2388.01;8137.22;84.298;0.03;393.0;2388.0;100.0;39.1;234.033;0
-0.0009;0.0002;100.0;518.67;642.54;1589.29;1399.51;554.05;2387.99;9049.19;47.32;522.75;2387.99;8138.39;83.984;0.03;392.0;2388.0;100.0;38.89;23.52;0
0.0018;-0.0004;100.0;518.67;642.26;1584.84;1403.95;554.43;2388.04;9060.21;47.08;522.34;2388.03;8136.65;84.026;0.03;393.0;2388.0;100.0;39.07;232.984;0
0.0015;-0.0001;100.0;518.67;642.29;1583.17;1400.04;553.93;2388.05;9059.44;46.97;522.69;2388.0;8135.76;84.231;0.03;392.0;2388.0;100.0;38.92;233.727;0
-0.0012;0.0002;100.0;518.67;642.31;1583.16;1398.22;554.27;2388.07;9054.3;47.52;521.9;2388.08;8137.19;84.275;0.03;393.0;2388.0;100.0;38.88;233.663;0
0.0006;-0.0003;100.0;518.67;641.91;1585.95;1402.0;553.75;2388.02;9057.95;47.22;522.53;2388.05;8137.65;83.932;0.03;391.0;2388.0;100.0;39.01;232.882;0
0.0006;0.0;100.0;518.67;642.32;1588.81;1408.35;554.22;2388.06;9056.49;47.39;521.86;2388.06;8133.05;84.272;0.03;392.0;2388.0;100.0;38.93;234.814;0
0.0013;-0.0001;100.0;518.67;642.18;1581.87;1408.81;554.09;2388.05;9052.23;47.53;522.18;2388.02;8131.3;83.908;0.03;392.0;2388.0;100.0;38.88;233.925;0
0.0041;0.0005;100.0;518.67;641.82;1581.87;1400.28;553.69;2388.09;9055.79;47.42;521.97;2388.05;8135.56;84.081;0.03;392.0;2388.0;100.0;39.02;233.566;0
-0.0008;-0.0004;100.0;518.67;642.26;1582.67;1393.41;554.24;2388.11;9049.0;47.24;521.93;2388.02;8140.6;83.879;0.03;392.0;2388.0;100.0;38.95;232.114;0
-0.0018;0.0004;100.0;518.67;641.93;1585.6;1401.01;553.88;2388.03;9058.54;47.28;522.22;2388.02;8137.68;83.914;0.03;391.0;2388.0;100.0;38.77;233.943;0
-0.0024;-0.0003;100.0;518.67;642.08;1585.06;1403.93;553.77;2388.09;9052.99;47.34;522.31;2387.99;8134.52;Aug 42;0.03;393.0;2388.0;100.0;38.88;23.294;0
0.0043;0.0;100.0;518.67;642.49;1591.68;1398.09;554.58;2387.98;9054.81;47.12;522.07;2388.05;8133.78;84.029;0.03;394.0;2388.0;100.0;38.98;232.972;0
-0.0041;-0.0002;100.0;518.67;642.34;1585.77;1401.15;553.51;2388.08;9052.4;47.4;521.92;2388.06;8132.5;84.455;0.03;391.0;2388.0;100.0;38.9;232.617;0
-0.003;-0.0001;100.0;518.67;642.12;1586.23;1401.71;553.87;2388.08;9059.68;47.24;522.12;2388.04;8136.38;84.055;0.03;393.0;2388.0;100.0;38.94;233.027;0
-0.0006;0.0003;100.0;518.67;641.65;1587.27;1399.15;554.51;2388.04;9056.49;47.43;522.09;2388.07;8132.4;84.262;0.03;392.0;2388.0;100.0;38.96;232.553;0
-0.0035;-0.0003;100.0;518.67;642.03;1587.55;1396.75;554.51;2388.02;9054.06;47.33;522.51;2388.09;8132.39;84.148;0.03;393.0;2388.0;100.0;38.93;233.169;0
0.0012;-0.0002;100.0;518.67;642.07;1588.61;1404.4;554.95;2388.06;9055.95;47.43;522.2;2388.05;8132.54;8.374;0.03;393.0;2388.0;100.0;38.94;232.229;0
0.0022;0.0002;100.0;518.67;642.34;1587.84;1409.67;553.83;2388.06;9062.97;47.43;522.43;2388.06;8141.54;8.415;0.03;390.0;2388.0;100.0;38.92;233.725;0
-0.0046;0.0005;100.0;518.67;642.65;1587.7;1400.69;554.27;2388.09;9057.62;47.38;521.65;2388.07;8138.17;83.957;0.03;391.0;2388.0;100.0;38.97;234.598;0
0.0002;0.0005;100.0;518.67;642.38;1585.0;1401.65;553.68;2388.08;9052.79;47.19;522.09;2388.07;8136.45;83.993;0.03;392.0;2388.0;100.0;38.86;232.507;0
-0.0;-0.0003;100.0;518.67;642.33;1577.86;1405.37;554.54;2388.05;9046.52;47.34;521.66;2388.09;8135.43;83.894;0.03;392.0;2388.0;100.0;38.72;233.282;0
0.0037;0.0;100.0;518.67;642.78;1579.95;1395.81;554.13;2388.1;9052.68;47.22;522.29;2388.04;8140.98;8.425;0.03;392.0;2388.0;100.0;38.86;234.041;0
-0.0024;0.0001;100.0;518.67;642.64;1590.95;1401.33;553.73;2388.0;9049.52;47.41;522.1;2388.07;8136.73;8.358;0.03;393.0;2388.0;100.0;38.95;233.867;0
0.0014;-0.0002;100.0;518.67;642.68;1580.45;1399.25;553.5;2388.11;9043.13;47.35;521.51;2388.08;8133.08;84.376;0.03;392.0;2388.0;100.0;38.87;234.124;0
-0.0001;-0.0003;100.0;518.67;641.94;1579.86;1412.64;553.94;2388.07;9050.33;47.41;522.1;2388.12;8139.46;84.569;0.03;392.0;2388.0;100.0;39.01;23.413;0
-0.0;0.0004;100.0;518.67;641.8;1589.81;1399.43;553.62;2388.05;9050.15;47.31;522.05;2388.06;8131.05;84.318;0.03;392.0;2388.0;100.0;38.89;233.669;0
-0.0011;0.0005;100.0;518.67;642.49;1590.17;1403.35;553.79;2388.06;9059.07;47.41;521.71;2388.08;8132.26;84.198;0.03;392.0;2388.0;100.0;39.0;233.803;0
-0.0008;0.0002;100.0;518.67;642.37;1581.69;1398.67;553.74;2388.06;9059.96;47.29;522.05;2388.06;8135.51;84.024;0.03;392.0;2388.0;100.0;39.0;232.425;0
-0.0016;-0.0001;100.0;518.67;642.0;1587.16;1404.25;553.9;2388.09;9058.65;47.32;521.6;2388.07;8134.39;84.319;0.03;393.0;2388.0;100.0;39.08;232.806;0
-0.0009;0.0003;100.0;518.67;642.37;1583.99;1405.97;553.18;2388.05;9054.1;47.6;522.01;2388.05;8134.84;84.117;0.03;393.0;2388.0;100.0;38.9;233.462;0
-0.0006;-0.0004;100.0;518.67;642.35;1585.39;1399.4;553.98;2388.12;9054.57;47.39;521.42;2388.08;8134.93;84.064;0.03;391.0;2388.0;100.0;38.92;232.095;0
0.0026;-0.0;100.0;518.67;642.55;1585.62;1400.34;553.58;2388.05;9043.82;47.53;521.82;2388.09;8133.35;83.947;0.03;391.0;2388.0;100.0;39.01;232.779;0
-0.0049;0.0003;100.0;518.67;642.97;1588.35;1404.39;553.98;2388.07;9067.24;47.45;521.5;2388.08;8133.51;83.852;0.03;392.0;2388.0;100.0;39.02;232.249;0
0.0024;0.0005;100.0;518.67;642.2;1585.73;1404.79;554.28;2388.07;9048.9;47.62;522.52;2388.06;8132.45;84.576;0.03;392.0;2388.0;100.0;38.75;233.476;0
-0.0002;-0.0001;100.0;518.67;643.13;1592.57;1404.56;553.56;2388.1;9056.12;47.46;521.98;2388.0;8136.57;84.175;0.03;394.0;2388.0;100.0;38.78;234.285;0
-0.0039;-0.0004;100.0;518.67;642.57;1593.21;1404.5;553.92;2388.02;9057.47;47.3;522.26;2388.08;8133.09;84.552;0.03;393.0;2388.0;100.0;38.75;233.383;0
-0.0008;0.0001;100.0;518.67;642.8;1586.35;1403.46;554.08;2388.08;9050.18;47.29;521.97;2388.05;8131.46;83.917;0.03;393.0;2388.0;100.0;38.85;234.111;0
-0.005;0.0002;100.0;518.67;642.54;1584.08;1399.36;554.03;2388.07;9052.02;47.51;521.94;2388.07;8129.6;84.408;0.03;392.0;2388.0;100.0;38.86;233.728;0
0.0007;0.0002;100.0;518.67;642.46;1585.07;1403.68;552.95;2388.06;9051.69;47.39;521.33;2388.13;8139.82;83.943;0.03;392.0;2388.0;100.0;38.92;232.634;0
-0.0024;-0.0004;100.0;518.67;642.76;1585.17;1408.8;554.22;2388.16;9052.48;47.56;521.63;2388.06;8130.45;84.061;0.03;391.0;2388.0;100.0;38.82;233.508;0
0.0013;0.0005;100.0;518.67;642.55;1583.31;1415.2;554.13;2388.08;9057.25;47.33;521.79;2388.09;8136.08;Aug 41;0.03;391.0;2388.0;100.0;38.71;233.492;0
0.0007;0.0003;100.0;518.67;642.11;1595.76;1407.07;552.82;2388.1;9060.79;47.33;521.5;2388.06;8134.65;Aug 45;0.03;393.0;2388.0;100.0;38.92;232.792;0
0.0002;-0.0004;100.0;518.67;642.49;1587.71;1407.53;553.59;2388.11;9059.59;47.58;521.27;2388.07;8131.88;84.128;0.03;394.0;2388.0;100.0;39.01;233.206;0
0.0013;0.0006;100.0;518.67;641.96;1591.06;1414.76;553.99;2388.09;9056.88;47.4;521.79;2388.11;8130.78;84.247;0.03;392.0;2388.0;100.0;38.89;233.764;0
-0.0009;-0.0;100.0;518.67;642.21;1582.66;1408.32;554.35;2388.08;9052.85;47.57;522.46;2388.07;8135.16;84.487;0.03;394.0;2388.0;100.0;38.73;233.106;0
0.0005;0.0005;100.0;518.67;642.76;1585.87;1397.45;553.8;2388.08;9044.64;47.39;521.83;2388.07;8131.94;84.219;0.03;393.0;2388.0;100.0;39.02;233.959;0
0.0053;0.0;100.0;518.67;642.25;1591.09;1400.81;553.99;2388.07;9053.44;47.44;521.79;2388.08;8132.09;84.266;0.03;392.0;2388.0;100.0;38.89;232.809;0
0.0014;0.0005;100.0;518.67;642.53;1588.48;1405.43;553.7;2388.09;9055.24;47.52;521.21;2388.09;8132.82;84.326;0.03;393.0;2388.0;100.0;38.86;232.612;0
0.0014;-0.0002;100.0;518.67;642.6;1589.53;1406.13;553.32;2388.1;9050.13;47.5;521.44;2388.05;8132.06;84.374;0.03;394.0;2388.0;100.0;38.83;234.159;0
-0.0012;-0.0001;100.0;518.67;642.12;1589.92;1404.3;553.1;2388.11;9046.42;47.18;521.44;2388.14;8135.96;84.545;0.03;393.0;2388.0;100.0;38.74;232.361;0
0.0026;0.0002;100.0;518.67;642.2;1583.49;1406.61;553.37;2388.03;9054.37;47.48;521.32;2388.16;8138.19;84.399;0.03;394.0;2388.0;100.0;38.72;233.941;0
0.0015;-0.0001;100.0;518.67;642.58;1587.01;1405.73;552.96;2388.05;9051.69;47.47;521.16;2388.11;8134.74;84.222;0.03;393.0;2388.0;100.0;38.91;23.31;0
-0.003;-0.0002;100.0;518.67;642.3;1582.62;1415.06;553.49;2388.09;9051.41;47.59;521.13;2388.18;8137.62;84.311;0.03;394.0;2388.0;100.0;38.83;232.623;0
0.0003;0.0005;100.0;518.67;641.99;1596.56;1406.53;553.36;2388.13;9048.76;47.51;521.59;2388.11;8131.23;84.319;0.03;392.0;2388.0;100.0;38.72;232.547;0
-0.0004;0.0002;100.0;518.67;642.51;1586.34;1409.45;553.53;2388.08;9050.73;47.49;521.75;2388.1;8130.2;84.464;0.03;394.0;2388.0;100.0;38.85;232.631;0
-0.0004;0.0001;100.0;518.67;642.65;1582.95;1406.44;553.59;2388.12;9044.89;47.5;521.02;2388.15;8131.04;8.451;0.03;393.0;2388.0;100.0;38.91;234.541;0
0.0018;0.0002;100.0;518.67;643.06;1585.43;1411.78;554.28;2388.14;9056.83;47.57;520.75;2388.12;8124.81;84.318;0.03;394.0;2388.0;100.0;38.76;232.692;0
-0.002;-0.0002;100.0;518.67;642.49;1584.94;1401.74;553.38;2388.16;9052.68;47.45;521.61;2388.1;8131.6;84.647;0.03;392.0;2388.0;100.0;38.96;232.853;0
0.0001;0.0006;100.0;518.67;642.8;1593.94;1405.98;552.94;2388.1;9056.33;47.52;521.01;2388.13;8136.97;84.622;0.03;395.0;2388.0;100.0;38.77;232.492;0
-0.0003;-0.0003;100.0;518.67;642.59;1591.1;1407.6;553.57;2388.06;9053.73;47.52;521.86;2388.1;8129.48;84.438;0.03;392.0;2388.0;100.0;38.9;232.765;0
0.0015;-0.0001;100.0;518.67;643.25;1591.16;1407.1;553.14;2388.13;9050.01;47.64;521.29;2388.12;8128.76;84.594;0.03;393.0;2388.0;100.0;38.7;232.862;0
0.0016;0.0;100.0;518.67;642.85;1582.97;1413.08;553.76;2388.13;9044.5;47.56;521.45;2388.13;8126.44;84.443;0.03;393.0;2388.0;100.0;38.78;233.268;0
-0.0005;-0.0002;100.0;518.67;642.68;1590.98;1403.74;552.82;2388.11;9054.78;47.7;521.0;2388.09;8129.61;84.557;0.03;392.0;2388.0;100.0;38.77;232.287;0
0.0047;-0.0003;100.0;518.67;642.6;1598.13;1408.12;554.02;2388.15;9054.15;47.58;521.51;2388.14;8131.52;84.777;0.03;392.0;2388.0;100.0;38.93;232.715;0
-0.0007;0.0002;100.0;518.67;642.46;1592.9;1409.57;553.58;2388.12;9042.39;47.4;520.99;2388.14;8128.83;84.669;0.03;394.0;2388.0;100.0;38.78;232.855;0
-0.0008;-0.0002;100.0;518.67;642.75;1591.07;1406.44;552.8;2388.16;9046.09;47.67;521.41;2388.15;8127.93;84.786;0.03;393.0;2388.0;100.0;38.83;232.515;0
-0.0035;-0.0001;100.0;518.67;643.56;1591.64;1417.51;553.19;2388.13;9047.97;47.65;521.68;2388.18;8126.75;8.439;0.03;393.0;2388.0;100.0;38.86;233.218;0
0.0056;0.0004;100.0;518.67;642.33;1593.26;1410.16;553.77;2388.16;9051.85;47.48;521.58;2388.17;8121.04;84.522;0.03;394.0;2388.0;100.0;38.78;232.137;0
0.0033;0.0004;100.0;518.67;642.57;1597.06;1411.62;553.14;2388.13;9053.83;47.54;521.5;2388.16;8132.55;84.617;0.03;394.0;2388.0;100.0;38.65;233.402;0
-0.0043;-0.0003;100.0;518.67;642.45;1592.91;1411.66;552.79;2388.11;9051.17;47.51;520.84;2388.12;8131.69;84.221;0.03;393.0;2388.0;100.0;38.77;23.203;0
0.0025;0.0006;100.0;518.67;642.51;1593.37;1411.91;552.21;2388.13;9043.21;47.8;520.84;2388.13;8129.72;84.538;0.03;393.0;2388.0;100.0;38.8;232.979;0
0.0037;0.0005;100.0;518.67;642.93;1588.73;1411.49;552.48;2388.14;9048.11;47.66;521.23;2388.16;8129.92;84.446;0.03;393.0;2388.0;100.0;38.76;231.758;0
0.0006;0.0;100.0;518.67;643.28;1592.31;1410.46;552.61;2388.14;9044.67;47.65;521.41;2388.17;8125.22;84.516;0.03;394.0;2388.0;100.0;38.85;231.828;0
-0.001;0.0003;100.0;518.67;642.82;1589.29;1411.92;553.45;2388.16;9053.16;47.7;521.52;2388.14;8122.81;84.608;0.03;395.0;2388.0;100.0;38.87;232.754;0
-0.001;0.0001;100.0;518.67;643.28;1591.68;1410.35;552.6;2388.16;9049.49;47.72;520.4;2388.17;8125.37;84.913;0.03;392.0;2388.0;100.0;38.68;232.754;0
-0.0002;0.0006;100.0;518.67;642.78;1589.55;1414.24;552.07;2388.16;9044.15;47.78;520.56;2388.2;8124.69;85.086;0.03;393.0;2388.0;100.0;38.89;233.033;0
-0.0006;-0.0;100.0;518.67;643.3;1591.33;1415.28;552.59;2388.16;9045.56;47.89;521.13;2388.19;8122.64;84.506;0.03;394.0;2388.0;100.0;38.7;231.657;0
0.0003;0.0001;100.0;518.67;643.2;1592.49;1415.12;552.8;2388.19;9044.29;47.81;521.35;2388.16;8124.27;84.329;0.03;395.0;2388.0;100.0;38.74;232.359;0
0.0006;0.0004;100.0;518.67;642.98;1598.45;1408.18;553.0;2388.23;9047.8;47.75;520.44;2388.17;8127.13;84.751;0.03;394.0;2388.0;100.0;38.55;231.293;0
0.0002;0.0004;100.0;518.67;642.87;1599.03;1408.64;551.96;2388.2;9046.04;47.72;520.55;2388.14;8124.93;84.902;0.03;394.0;2388.0;100.0;38.66;232.031;0
-0.0008;0.0004;100.0;518.67;643.57;1596.94;1416.61;552.4;2388.2;9051.81;47.93;520.53;2388.19;8122.43;Aug 52;0.03;394.0;2388.0;100.0;38.62;231.819;1
0.0024;0.0003;100.0;518.67;643.18;1596.82;1421.16;552.47;2388.18;9051.61;47.74;520.71;2388.15;8120.88;84.828;0.03;394.0;2388.0;100.0;38.65;232.876;1
0.0001;-0.0001;100.0;518.67;642.67;1593.41;1420.16;552.26;2388.21;9050.05;47.94;520.19;2388.17;8117.47;85.022;0.03;394.0;2388.0;100.0;38.74;232.477;1
0.0023;-0.0001;100.0;518.67;643.24;1598.25;1416.45;552.18;2388.2;9044.15;47.71;520.6;2388.24;8115.81;84.928;0.03;395.0;2388.0;100.0;38.77;232.155;1
-0.0001;0.0002;100.0;518.67;643.0;1594.14;1413.53;552.33;2388.23;9045.81;47.82;520.5;2388.15;8118.03;84.638;0.03;393.0;2388.0;100.0;38.57;231.419;1
0.0008;0.0001;100.0;518.67;643.37;1591.83;1422.74;552.2;2388.27;9044.32;47.96;520.45;2388.23;8121.7;8.474;0.03;394.0;2388.0;100.0;38.52;230.225;1
